operator_id,missed_calls,avg_waiting_time,avg_call_duration,outbound_calls,inbound_calls,internal_calls,total_calls_count,total_calls,missed_call_rate,outbound_activity,score_missed,score_wait,score_outbound,inefficiency_score
891416,94,40.776119402985074,291.1442786069652,150,51,34,838,201,0.46766169154228854,0.746268656716418,0.46766169154228854,0.0882599987077599,0.25373134328358204,0.3027815468113975
891646,0,23.428571428571427,29.857142857142858,0,7,0,8,7,0.0,0.0,0.0,0.05071119356833642,1.0,0.16774891774891773
891744,2,21.333333333333332,20.0,5,4,0,14,9,0.2222222222222222,0.5555555555555556,0.2222222222222222,0.046176046176046176,0.4444444444444444,0.1939393939393939
891746,2,154.0,170.66666666666666,6,0,0,37,6,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.2833333333333333
891824,6,24.0,145.1,13,7,0,46,20,0.3,0.65,0.3,0.05194805194805195,0.35,0.22068181818181817
891900,0,70.42105263157895,232.3684210526316,0,19,0,36,19,0.0,0.0,0.0,0.15242652084757347,1.0,0.2033492822966507
891906,0,61.90909090909091,453.24242424242425,0,33,0,77,33,0.0,0.0,0.0,0.13400236127508855,1.0,0.19690082644628099
891908,3,13.441176470588236,278.9117647058824,6,28,2,51,34,0.08823529411764706,0.17647058823529413,0.08823529411764706,0.0290934555640438,0.8235294117647058,0.17782976827094474
891918,1,29.75,62.0,1,7,0,8,8,0.125,0.125,0.125,0.06439393939393939,0.875,0.2162878787878788
891946,6,31.733333333333334,78.63333333333334,16,14,4,52,30,0.2,0.5333333333333333,0.2,0.06868686868686869,0.4666666666666667,0.19404040404040404
891948,0,3.0,33.0,0,1,False,1,1,0.0,0.0,0.0,0.006493506493506494,1.0,0.15227272727272725
891970,1,101.66666666666667,368.6666666666667,3,0,0,21,3,0.3333333333333333,1.0,0.3333333333333333,0.22005772005772006,0.0,0.24368686868686867
891976,1,23.0,0.0,1,0,False,2,1,1.0,1.0,1.0,0.049783549783549784,0.0,0.5174242424242425
891988,49,61.55367231638418,458.3672316384181,112,65,0,865,177,0.2768361581920904,0.632768361581921,0.2768361581920904,0.13323305696187052,0.36723163841807904,0.24013439479541174
892028,25,173.25,233.63636363636363,44,0,1,421,44,0.5681818181818182,1.0,0.5681818181818182,0.375,0.0,0.4153409090909091
892530,6,38.1764705882353,53.411764705882355,9,8,1,21,17,0.35294117647058826,0.5294117647058824,0.35294117647058826,0.08263305322128853,0.47058823529411764,0.27598039215686276
892532,21,51.333333333333336,170.7051282051282,45,33,1,176,78,0.2692307692307692,0.5769230769230769,0.2692307692307692,0.11111111111111112,0.42307692307692313,0.23696581196581196
892534,2,83.07692307692308,309.53846153846155,5,8,0,37,13,0.15384615384615385,0.38461538461538464,0.15384615384615385,0.17982017982017984,0.6153846153846154,0.23216783216783218
892536,7,32.0,133.20833333333334,12,12,0,34,24,0.2916666666666667,0.5,0.2916666666666667,0.06926406926406926,0.5,0.24507575757575756
892538,7,106.70370370370371,398.0,20,7,0,135,27,0.25925925925925924,0.7407407407407407,0.25925925925925924,0.2309603976270643,0.2592592592592593,0.249354657687991
892798,2,70.25,56.75,3,1,0,37,4,0.5,0.75,0.5,0.15205627705627706,0.25,0.34071969696969695
892800,3,27.75,322.75,4,0,0,10,4,0.75,1.0,0.75,0.060064935064935064,0.0,0.39602272727272725
893172,1,35.62068965517241,137.31034482758622,2,27,2,46,29,0.034482758620689655,0.06896551724137931,0.034482758620689655,0.07710105985968055,0.9310344827586207,0.18388192267502612
893400,1,18.0,15.166666666666666,3,3,2,6,6,0.16666666666666666,0.5,0.16666666666666666,0.03896103896103896,0.5,0.17196969696969697
893402,17,43.9296875,265.328125,38,90,8,374,128,0.1328125,0.296875,0.1328125,0.09508590367965368,0.703125,0.20515506628787877
893420,13,53.05194805194805,194.4935064935065,26,51,4,166,77,0.16883116883116883,0.33766233766233766,0.16883116883116883,0.11483105638949795,0.6623376623376623,0.22395710350255804
893674,25,240.7608695652174,252.1086956521739,46,0,3,569,46,0.5434782608695652,1.0,0.5434782608695652,0.5211274233013363,0.0,0.4541337285902503
893700,1,73.25,17.0,4,0,0,8,4,0.25,1.0,0.25,0.15854978354978355,0.0,0.18049242424242423
893804,100,143.7787610619469,546.6592920353983,146,80,33,2766,226,0.4424778761061947,0.6460176991150443,0.4424778761061947,0.3112094395280236,0.35398230088495575,0.383259587020649
894120,1,44.81818181818182,165.45454545454547,0,11,0,24,11,0.09090909090909091,0.0,0.09090909090909091,0.0970090515545061,1.0,0.2294077134986226
894224,9,21.142857142857142,69.14285714285714,8,13,16,50,21,0.42857142857142855,0.38095238095238093,0.42857142857142855,0.045763760049474335,0.6190476190476191,0.32316017316017315
894226,8,28.583333333333332,9.416666666666666,12,0,9,25,12,0.6666666666666666,1.0,0.6666666666666666,0.061868686868686865,0.0,0.3549873737373737
894230,7,20.416666666666668,54.75,9,3,11,21,12,0.5833333333333334,0.75,0.5833333333333334,0.04419191919191919,0.25,0.3446338383838384
894232,8,23.071428571428573,31.642857142857142,10,4,14,21,14,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.04993815708101423,0.2857142857142857,0.34604978354978355
894614,1,19.166666666666668,244.5,0,6,0,8,6,0.16666666666666666,0.0,0.16666666666666666,0.04148629148629149,1.0,0.24785353535353533
894656,69,193.45,621.1071428571429,125,15,0,2681,140,0.4928571428571429,0.8928571428571429,0.4928571428571429,0.4187229437229437,0.1071428571428571,0.4090530303030303
